"","x_location","y_location"
"ADM2","936.119370245948","667.199373110495"
"ADNP","531.201248908057","-558.195341244974"
"ADNP2","881.533859992041","943.044099672995"
"ADO","826.41148450376","221.237291201315"
"ADORA2A","207.04934766294","881.95254693862"
"ADORA2B","126.720116400733","1376.16525445815"
"ADPRH","-1287.01850817202","330.975343569479"
"ADPRHL2","-524.670973992334","-1274.28469671372"
"ADRA2B","771.488571906104","1043.37716852065"
"ADRB1","1080.85429456235","779.825349672995"
"ADRB2","370.777725958838","446.473298891745"
"ADRBK1","-364.658400750146","-914.754301205911"
"ADRBK2","255.688553595557","-1539.6946088231"
"ADRM1","-79.0154945611812","-502.656522885599"
"ADSL","-554.455947136865","-333.654020444193"
"ADSS","637.67808606626","534.737642153464"
"AEBP2","324.976547980323","-699.996244565286"
"AES","134.607125067725","-514.677702084818"
"AFAP1","1126.90837171079","-591.128141537943"
"AFAP1L1","-553.061782097802","538.575746401511"
"AFF2","142.201561713233","1155.34164605971"
"AFF3","-494.74378893374","-579.590849057474"
"AFF4","603.599350714698","337.994020327292"
"AFMID","486.741471076026","435.335328921042"
"AFTPH","730.540268683448","459.059877260886"
"AGA","163.730454230323","745.96914850112"
"AGAP1","-1616.55207750796","-260.453764096536"
"AGAP2","-186.019866204248","-818.978361264505"
"AGAP3","-799.22230455874","-44.9931165135285"
"AGBL5","-139.199599480615","469.648256167136"
"AGFG2","-413.650893425927","-881.335722104349"
"AGGF1","-296.773360466943","-561.967802182474"
"AGL","-1597.03633043765","39.7566984736541"
"AGPAT1","-162.619902825341","-916.64559759263"
"AGPAT3","-541.037490105615","-478.556913510599"
"AGPAT4","-1007.28913805483","-682.712736264505"
"AGPAT5","1013.04356458189","219.646669253073"
"AGPAT9","-457.267104363427","-977.058500424661"
"AGPS","550.38935925962","805.568452700339"
"AGRN","769.059067511573","-1039.33437933091"
"AGTPBP1","16.3487861395024","-932.741544858255"
"AGTRAP","314.41929700376","855.221467837057"
"AHCY","-375.924025750146","-839.392301694193"
"AHCYL1","705.77427747251","556.954255922995"
"AHCYL2","-219.606307244287","-830.758085385599"
"AHI1","218.922196173682","735.562105044089"
"AHNAK","270.417038702979","-847.509672299661"
"AHR","-851.724135613427","128.322213991843"
"AHRR","1115.73942639829","-413.336881772318"
"AHSA2","-38.5595695733882","-758.990446225443"
"AIF1","-646.323195672021","-74.4882794773957"
"AIFM1","-389.370009636865","-776.35409368638"
"AIFM2","553.04560925962","1059.93539605971"
"AIG1","-381.169783806787","-267.580747739114"
"AIM1","321.736954474463","14.7316225611785"
"AIM2","367.95494153501","1097.17184625503"
"AIMP2","-331.870131707177","-892.569608823099"
"AIP","-965.634169793115","-610.523405209818"
"AIRE","290.197052741065","-1015.96670354966"
"AK1","1068.00700452329","838.936372622214"
"AK2","793.593369269385","98.2749155604461"
"AK3","-804.648207879052","-624.536955014505"
"AKAP1","-394.496291375146","-576.71542181138"
"AKAP10","814.369431281104","27.930662020407"
"AKAP11","-1450.54865953921","748.045869692526"
"AKAP12","1388.42839124204","-1402.86489690904"
"AKAP13","369.775803351416","399.939882143698"
"AKAP2","108.21559979917","801.082002505026"
"AKAP5","-57.5976707696773","-1027.6203900731"
"AKAP6","-1632.98591539858","767.418794497214"
"AKAP7","142.37779309751","425.080934389792"
"AKAP8L","489.952896857276","-74.8639508641145"
"AKIRIN2","895.009506964698","181.109987124167"
"AKR1A1","-705.943557000146","-123.509550229349"
"AKR1B1","-682.499526238427","42.3658560359099"
"AKR1C1","-805.993483757959","-887.513517514505"
"AKR1C2","953.120896124854","-592.520963803568"
"AKR1C3","-226.259871697412","1369.81991754409"
"AKR1E2","654.420700812354","-451.140470639505"
"AKR7A2","-927.500380730615","-54.6584531224153"
"AKT1","-689.540053582177","-944.294157162943"
"AKT1S1","-648.720778679834","919.089387758932"
"AKT2","-1168.86506578921","701.519746645651"
"AKT3","381.283615851416","1329.18661676284"
"ALAD","-427.142989373193","-44.3897458470246"
"ALAS1","253.227371954932","830.393281801901"
"ALCAM","200.058853888526","1065.57138238784"
"ALDH16A1","-844.566298699365","-96.1423779881379"
"ALDH18A1","-859.287307000146","-79.8248273289582"
"ALDH1A1","-467.266646599755","1242.68905816909"
"ALDH1A2","450.951889777198","1077.14962945815"
"ALDH1A3","-698.299391961084","724.794648989401"
"ALDH1B1","-483.197280144677","-1114.82021917466"
"ALDH1L2","1059.56706311704","112.859865053854"
"ALDH2","375.59590222837","1396.74521051284"
"ALDH3A2","-158.166564202294","-447.503355160989"
"ALDH4A1","-663.761794304834","-196.456083432474"
"ALDH5A1","125.35720136167","-924.195341244974"
"ALDH7A1","-107.602690911279","-849.670133725443"
"ALDH8A1","-798.01332018374","666.570833071432"
"ALDH9A1","1527.03813245298","-981.886747494974"
"ALDOA","291.486466193213","197.476030214987"
"ALDOC","460.705521368995","-58.076849118509"
"ALG1","-892.264052605615","-82.3028394139192"
"ALG10B","1275.8000953436","-256.674039975443"
"ALG12","-662.244704461084","-243.509733334818"
"ALG13","-981.934157586084","610.596040590964"
"ALG14","-553.427138543115","-222.244352475443"
"ALG3","-431.065627312646","-307.850614682474"
"ALG5","-971.814711785302","129.137582644186"
"ALG6","-1207.29634020327","30.1308878504851"
"ALK","-727.057692742334","299.239763125143"
"ALKBH4","-676.373488640771","-378.097105160989"
"ALKBH5","846.538559699073","276.92161737319"
"ALKBH7","186.753083014502","474.083711489401"
"ALMS1","-146.330657219873","-2064.56008733872"
"ALOX15","71.7770354986333","-1179.57986272935"
"ALOX5","-796.159438347802","1387.50766168471"
"ALOX5AP","-1502.74494860171","698.416963442526"
"ALPK1","645.106552863135","895.245881899557"
"ALPK3","1141.35820081235","538.137758120261"
"ALS2","-246.563826775537","-281.977689877786"
"AMACR","-633.693618035302","-665.553983823099"
"AMBRA1","1050.37046887876","-984.275053159036"
"AMD1","538.661240363135","473.077669008932"
"AMDHD1","-830.938918328271","296.890977724753"
"AMDHD2","301.140366339698","223.104509218893"
"AMFR","-104.844466423974","431.412599428854"
"AMICA1","-1320.74653551577","963.009553774557"
"AMIGO1","-102.802687859521","-561.775724545755"
"AMIGO2","-463.586318230615","-1514.36025823716"
"AMMECR1","-970.329421257959","644.534761294089"
"AMMECR1L","654.032334113135","550.813966616354"
"AMN1","941.283188605323","417.158967837057"
"AMOTL1","-567.191725945459","-113.773237363138"
"AMPD2","-711.366286492334","-891.116422787943"
"AMPD3","257.094971442237","1208.57345758315"
"AMT","-398.640181756005","-600.13729681138"
"AMY2B","856.53892591001","-729.332487241068"
"AMZ1","603.08433606626","600.99991021987"
"AMZ2","585.595444464698","1700.16830621596"
"ANAPC1","-1673.85688707827","88.4114664637664"
"ANAPC10","453.777024054541","717.38565240737"
"ANAPC4","1102.86296155454","1259.75387750503"
"ANAPC5","-1086.33222887515","-742.673978940286"
"ANAPC7","-796.607802605615","-190.613660947122"
"ANG","1075.26286389829","509.205842837057"
"ANGEL1","269.812424445166","332.713960512839"
"ANGEL2","459.573502326026","-242.91903509263"
"ANGPT4","-1701.28437731265","823.387422426901"
"ANGPTL4","-1174.83906481265","626.864961489401"
"ANGPTL6","819.870407843604","-1032.40041936997"
"ANK1","-235.933974480615","-643.564237729349"
"ANKAR","-621.137709832177","1316.17148004409"
"ANKFY1","-420.411544060693","-1264.90981878404"
"ANKH","-882.018996453271","-1571.54446233872"
"ANKHD1","1192.45365979673","1091.07907281753"
"ANKMY1","350.175827765479","1179.60006891128"
"ANKMY2","234.986115241065","-553.465299741068"
"ANKRA2","603.35484387876","436.997499331198"
"ANKRD10","245.141556525245","1322.35080133315"
"ANKRD11","358.563278937354","362.404176577292"
"ANKRD12","-515.56166002749","232.863054140768"
"ANKRD13B","-144.273390984521","-778.956449643411"
"ANKRD20A1","1111.49552991392","-940.541471616068"
"ANKRD22","220.949997687354","688.983064516745"
"ANKRD24","655.645615363135","819.348970278464"
"ANKRD27","1461.77848889829","28.7835863673308"
"ANKRD28","177.287293219581","1041.40829645034"
"ANKRD29","82.5143020391606","714.437654360495"
"ANKRD32","144.323960089698","-1424.99502386216"
"ANKRD36B","-697.585402703271","-1009.69570745591"
"ANKRD37","796.659836554541","226.560914858542"
"ANKRD42","728.316147589698","459.081666811667"
"ANKRD44","217.76680066587","-322.214170590677"
"ANKRD49","1344.72148206235","613.261262758932"
"ANKRD50","-633.111769890771","-545.942777768411"
"ANKRD9","143.228279852881","-659.415495053568"
"ANKS1A","-797.060744500146","-1611.2864056981"
"ANKZF1","814.241501593604","-208.543394223489"
"ANLN","-1273.28926012515","628.213533266745"
"ANO10","-384.537032341943","1067.41745172378"
"ANO5","-445.266219353662","1124.85312066909"
"ANO6","637.051010870948","-518.106657162943"
"ANO9","-555.007399773584","80.0653780543425"
"ANPEP","135.394280219092","-1556.99319280747"
"ANTXR1","-1753.33991930483","-207.134153500833"
"ANXA11","-1145.72517321108","90.2080210291961"
"ANXA2","-856.632765984521","-78.5733472264192"
"ANXA2P1","264.979996466651","-730.752470151224"
"ANXA3","-975.23353502749","236.836427553854"
"ANXA4","922.220322394385","-282.453001157083"
"ANXA5","366.992966437354","821.728547915182"
"ANXA6","-1556.09773180483","-179.651243344583"
"AOAH","279.980240607276","-1090.63686956529"
"AOC2","717.903000617041","164.491632326803"
"AOC3","220.01597669126","530.21133600112"
"AP1B1","-451.334548211084","-752.048307553568"
"AP1G1","611.59996106626","143.714364870749"
"AP1G2","-175.422118401513","-683.669950619974"
"AP1M1","-1303.4694359064","-128.848493710794"
"AP1S2","123.779534125342","-1373.08938421372"
"AP2A1","-575.207350945459","-586.401884213724"
"AP2A2","-266.473128533349","-944.725919858255"
"AP2M1","-455.921065545068","-729.40829290513"
"AP2S1","-1000.48933336733","-343.787840024271"
"AP3B1","-786.36341783999","-491.377592221536"
"AP3M1","-599.767104363427","-168.295744077005"
"AP3M2","213.78111341001","-1088.02993597154"
"AP3S1","1296.08866956235","-507.800138608255"
"AP3S2","-1723.13142321108","-32.7830945408723"
"AP4E1","719.177658820166","958.057283266745"
"AP4M1","-969.348647332177","-362.958463803568"
"APAF1","-19.9891464471675","140.255159243307"
"APBA1","-700.622023797021","-360.374479428568"
"APBA3","671.989914679541","373.550020083151"
"APBB1","177.437180304541","1184.69125543471"
"APBB1IP","-252.430587029443","-1052.93850530747"
"APBB2","355.684189581885","1032.74441705581"
"APBB3","695.892746710791","386.448732241354"
"APCDD1","-265.090193963037","-472.187406674661"
"APEX1","-523.631240105615","-823.934843198099"
"APEX2","-739.119643425927","-386.151395932474"
"APH1A","761.716965460791","-690.23055853013"
"APITD1","-768.241225457177","-13.3642789280793"
"APLP2","-5.07335970400345","755.41885553237"
"APOA1BP","-1026.66206285952","-186.000288144388"
"APOA2","210.529358649268","-553.956388608255"
"APOBEC2","537.749130988135","-675.14217962388"
"APOBEC3A","147.156327033057","906.10635553237"
"APOBEC3B","-1749.3678734064","742.684846743307"
"APOBEC3C","-1234.62715075015","222.615709170065"
"APOBEC3D","44.9862315893315","1129.32357965346"
"APOBEC3F","172.388184332862","581.195039614401"
"APOBEC3G","391.698319220557","668.787935122214"
"APOBEC3H","102.02468183042","553.522798403464"
"APOC1","-842.776076531396","362.820131167136"
"APOD","228.190338873877","-1385.12283147935"
"APOE","-729.87513658999","517.085573061667"
"APOL1","448.850327277198","100.942216738425"
"APOL2","785.902512335791","639.134248598776"
"APOL3","576.989243292823","-112.418897763529"
"APOL4","192.662354254737","201.788270815573"
"APOL6","374.255326056495","624.609102114401"
"APOO","830.485764288916","41.2126520716765"
"APOOL","115.00557019712","1325.23886285659"
"APP","680.739792609229","781.701387270651"
"APPBP2","1320.70109632017","535.855317934714"
"APPL1","-5.76279375551712","-1125.57681097154"
"APPL2","-497.681349968896","-930.549223080911"
"APRT","-375.262862420068","-679.578092709818"
"APTX","-1117.85334703921","-622.647977963724"
"AQP1","-203.526122307763","-415.062284604349"
"AQP3","-276.675154900537","-1052.58694280747"
"AQP7","776.57359387876","-1314.82851995591"
"AQP9","340.121994757666","853.236177309714"
"AQR","-1578.38496325015","2.2824572169402"
"ARAF","-618.285048699365","-338.506651059427"
"ARAP2","-161.934981560693","71.9098118388274"
"ARAP3","-302.719924187646","1045.43588434096"
"ARC","1092.25285413267","1000.54208551284"
"AREG","771.459152960791","458.705812319479"
"ARF1","1486.83512952329","643.938997133932"
"ARF3","-1342.23530504702","823.770845278464"
"ARF4","126.928917670264","228.935609682761"
"ARF5","-538.614516472802","-475.581510678568"
"ARFGAP2","-409.229567742334","-439.401914731302"
"ARFGAP3","334.240250372901","798.444368227682"
"ARFGEF1","116.15416028501","-895.608610287943"
"ARFGEF2","373.163346076026","843.024568422995"
"ARFIP2","-1097.11018297671","-291.813535825052"
"ARGLU1","-29.2676002740718","-1148.23611272935"
"ARHGAP1","-575.149672722802","-486.203458920755"
"ARHGAP10","-28.5530616998531","-1050.3830853856"
"ARHGAP11A","-734.322707390771","-671.64755071763"
"ARHGAP11B","-1024.21430895327","-38.9014493382356"
"ARHGAP12","619.715866827979","8.99984918471364"
"ARHGAP15","-511.667311882959","946.729463442526"
"ARHGAP17","1320.04972913267","794.033662661276"
"ARHGAP18","-91.492614006982","-719.301481381693"
"ARHGAP19","846.302292609229","426.617769106589"
"ARHGAP20","136.75483014585","1026.89779840346"
"ARHGAP21","539.177750372901","-792.179350034036"
"ARHGAP22","-1103.0377952814","1350.40719781753"
"ARHGAP23","-300.17884752749","-1128.68154729966"
"ARHGAP24","453.92158582212","1043.15390191909"
"ARHGAP25","958.242356085791","-659.029569760599"
"ARHGAP26","-890.822768425927","562.345765932761"
"ARHGAP27","-784.011794304834","350.418763979636"
"ARHGAP30","-749.855971550927","565.900209292136"
"ARHGAP4","-803.066603875146","-298.84969915513"
"ARHGAP5","369.912247443213","885.208467348776"
"ARHGAP9","-630.201125359521","-363.647916928568"
"ARHGDIA","-904.069106316552","-313.725553647318"
"ARHGDIB","-1160.69148180483","-69.3925610936067"
"ARHGEF1","-1008.56697008608","-481.679960385599"
"ARHGEF10","927.499192023291","824.191194399557"
"ARHGEF10L","-734.771498894677","984.95987115737"
"ARHGEF11","-429.446883416162","-1205.12124456529"
"ARHGEF15","876.845505499854","-1040.93850530747"
"ARHGEF17","371.720749640479","-791.135404721536"
"ARHGEF18","-625.838210320459","-758.310270444193"
"ARHGEF2","993.230637335791","-274.426603452005"
"ARHGEF5","-292.640609002099","1373.69247613784"
"ARHGEF6","-254.442366814599","-728.855192319193"
"ARHGEF7","758.855759406104","-603.047636166849"
"ARHGEF9","-689.25746080874","-1269.07815374497"
"ARID2","606.116501593604","-290.996366635599"
"ARID3A","834.767197394385","-510.669828549661"
"ARID3B","82.2982414007329","912.82266412612"
"ARID4A","824.10679700376","-322.053770200052"
"ARID4B","754.329331183448","323.438997133932"
"ARID5A","764.139450812354","813.342012270651"
"ARID5B","717.056076788916","593.138215883932"
"ARIH1","1227.16850354673","-137.175367490091"
"ARIH2","-1019.97859117983","529.648256167136"
"ARL10","-482.898268914209","-1042.53494085435"
"ARL13B","478.791550421729","1067.45309625503"
"ARL15","613.742478156104","710.652803286276"
"ARL16","-390.722975945459","137.180551394186"
"ARL2","-279.654555535302","-694.490080014505"
"ARL3","1926.60295178892","89.1420649134734"
"ARL4A","421.932297492041","796.984590395651"
"ARL4C","-420.977065300927","-701.559110776224"
"ARL4D","998.751877570166","764.019197329245"
"ARL5A","-656.908766961084","-605.653165952005"
"ARL5B","611.856980109229","206.2290819728"
"ARL6IP4","210.333618903174","-157.253538266458"
"ARL6IP5","-524.070327019677","-368.875211850443"
"ARL6IP6","1523.84318616392","-78.4381238377473"
"ARL8B","312.383927130713","855.743867739401"
"ARMC10","1236.98136975767","-159.272092953958"
"ARMC2","-1430.26252672671","-969.500394955911"
"ARMC5","-141.592848992334","-124.339399472513"
"ARMC6","-186.580886101709","-549.347135678568"
"ARMCX1","-545.33607408999","-130.998167172708"
"ARMCX2","492.855942511573","818.851716860495"
"ARMCX6","-88.1652977228023","-514.39266790513"
"ARNT2","256.851975226416","-42.1792966282746"
"ARNTL2","1790.77055432798","-713.355802670755"
"ARPC1B","-747.784560418115","-405.131895200052"
"ARPC4","-742.92933580874","-204.615934506693"
"ARPC5","-17.6908371209956","-926.982572690286"
"ARPP19","745.805466437354","-394.76913274888"
"ARRB1","-633.533644890771","-388.264616147318"
"ARRDC1","-596.127333855615","-612.381193295755"
"ARRDC2","245.846649909034","51.1514967524627"
"ARRDC3","691.256088995948","-586.786466733255"
"ARRDC4","125.964043402686","-473.490995541849"
"ARRDC5","390.078385138526","210.347581728659"
"ARSA","-1235.6139671564","-192.55167974595"
"ARSB","-282.251418328271","-365.162077084818"
"ARSG","412.644547247901","-671.361662045755"
"ARSK","859.518662238135","241.783937319479"
"ARV1","-151.088423943505","-916.598661557474"
"ARVCF","-71.1608345270015","-689.816923276224"
"ASAH1","161.132996344581","660.598115786276"
"ASAP1","956.666001105323","-178.49374212388"
"ASB1","993.686447882666","323.708497866354"
"ASB13","-520.412673211084","618.051912172995"
"ASB14","1420.99601819517","-280.92489446763"
"ASB16","447.055924201026","-1173.67178167466"
"ASB3","755.870835089698","-316.660276547708"
"ASB6","949.887497687354","-1166.51736272935"
"ASB8","-350.528762078271","-430.032468930521"
"ASCC1","903.082993292823","834.819002016745"
"ASCC3","439.530197882666","281.076310976706"
"ASCL2","855.900315070166","232.475892885886"
"ASF1A","19.025452399268","-702.217497006693"
"ASF1B","394.890274786963","1308.72384820815"
"ASGR1","-1028.5905296564","212.953813418112"
"ASH1L","678.856064581885","128.513536318503"
"ASL","-690.382765984521","-213.749021664896"
"ASMTL","-435.997328972802","-924.980741635599"
"ASNS","917.987473273291","589.033357485495"
"ASPH","-543.213393425927","-566.871854916849"
"ASPHD1","708.011765265479","432.218385561667"
"ASPHD2","422.244644904151","597.19668756362"
"ASPM","-1403.86750719546","489.053468569479"
"ASPRV1","1398.90092542173","-10.9267941868684"
"ASPSCR1","-486.066725945459","-508.188505307474"
"ASRGL1","-712.962172722802","-48.1503812230012"
"ASS1","917.97593762876","647.83731256362"
"ASTE1","547.712937140479","-646.487333432474"
"ASTN2","652.182175421729","-976.006132260599"
"ATAD1","651.56138684751","518.824312075339"
"ATF1","826.554123663916","305.958955630026"
"ATF2","990.746079230323","565.791688784323"
"ATF3","450.865006232276","999.95645318862"
"ATF4","715.912338995948","573.984834536276"
"ATF5","-307.766616082177","1343.58481012221"
"ATF7IP2","-584.047438836084","-925.875700131693"
"ATG10","-901.62123033999","85.250413759909"
"ATG16L2","941.516281867041","-576.806425229349"
"ATG2A","769.470627570166","324.979066714011"
"ATG2B","1912.3538062811","-90.2760907566926"
"ATG3","1128.11967542173","314.565324648581"
"ATG4A","-563.22328112124","-46.1903058445832"
"ATG4B","1008.0905616522","-316.12264837388"
"ATG4C","-567.54505846499","-386.814237729349"
"ATG4D","-129.250273919091","512.592988833151"
"ATG5","1126.15031507017","-226.778623715677"
"ATG7","-1144.56391832827","153.813814028464"
"ATG9A","717.178940558448","-841.631620541849"
"ATHL1","-1375.3649437189","-241.843137875833"
"ATIC","-301.135695672021","-901.890897885599"
"ATL2","361.108811163916","571.705293520651"
"ATM","-44.8022758722163","-1462.90493597154"
"ATN1","705.166672492041","236.024965151511"
"ATOX1","-256.719313836084","1602.15060602065"
"ATP10D","-163.204161858544","-912.318510190286"
"ATP11B","738.019577765479","297.387193545065"
"ATP13A1","-1447.06404039858","-1444.15603460435"
"ATP13A2","-821.886122918115","-503.730863705911"
"ATP13A3","538.234452033057","768.887666567526"
"ATP13A4","-1097.40266344546","-728.858305112161"
"ATP1A1","35.3000858068608","782.649385317526"
"ATP1B1","446.138657355323","395.213594301901"
"ATP1B3","240.038559699073","819.372529848776"
"ATP2A2","-198.571486687646","426.439149721823"
"ATP2A3","354.034470343604","-145.187772885599"
"ATP2B1","120.713455939307","-837.072111264505"
"ATP2C1","-1018.35542223452","1076.04318414565"
"ATP5D","-261.99037096499","1654.90524469253"
"ATP5G1","-1435.9430687189","-4.71823705796214"
"ATP5G3","1067.03654553892","-878.615080014505"
"ATP5I","-903.213271355615","-726.961332455911"
"ATP5J","425.955307745948","-54.7506009495637"
"ATP5J2","-677.536208367334","-365.942533627786"
"ATP5O","-1074.27351305483","282.696840151511"
"ATP5S","-779.877822136865","-114.452299252786"
"ATP5SL","702.095261359229","400.508821352682"
"ATP6AP1L","783.899460577979","-409.474760190286"
"ATP6AP2","-1049.0182640314","1208.67624078628"
"ATP6V0B","-10.1394607782222","619.261690005026"
"ATP6V0C","423.876511359229","197.517747744284"
"ATP6V0D1","-286.114760613427","509.084016665182"
