"","x_location","y_location"
"DNAJB14","648.676865363135","712.582185610495"
"DNAJB2","928.760422492041","17.4376543604949"
"DNAJB4","1085.38542249204","1268.2175005519"
"DNAJB5","406.247605109229","801.135103090964"
"DNAJB7","582.288742804541","-1291.8069135106"
"DNAJB9","44.3755443334721","977.04727350112"
"DNAJC1","922.375168585791","954.868928774557"
"DNAJC10","-702.281142449365","457.005861147604"
"DNAJC11","-486.372634148584","-337.95858587388"
"DNAJC16","874.041611456885","421.93594537612"
"DNAJC17","-1355.0221702814","-199.187193051614"
"DNAJC19","-51.0201866388179","-869.01815618638"
"DNAJC24","730.327317023291","-107.686109677591"
"DNAJC25","1777.55473401548","1132.85482965346"
"DNAJC27","744.374558234229","585.346040590964"
"DNAJC3","-1098.11091539858","601.400544985495"
"DNAJC4","313.717819952979","-924.661893979349"
"DNAJC5","-738.16175768374","-554.802518979349"
"DNAJC5B","184.175583624854","887.884492739401"
"DNAJC6","353.959000372901","1156.2067583644"
"DNAJC7","-989.130690789209","-204.12850774888"
"DNAL1","-961.153823113427","-165.495115414896"
"DNASE1L1","-579.706374382959","-1136.85207952622"
"DNASE1L3","-270.784194207177","-866.221464291849"
"DNASE2","-826.343093132959","769.784700258932"
"DNASE2B","-995.398390984521","1056.07156549331"
"DNHD1","211.832352423682","482.588167055807"
"DNLZ","-819.179091668115","-793.099821225443"
"DNM1","-735.295424675927","-604.009611264505"
"DNM1L","-1332.36701891421","-1409.55764593247"
"DNM2","-754.856826043115","-688.235197202005"
"DNMBP","-1159.31135485171","215.396913393698"
"DNMT1","75.0140655279301","-860.249235287943"
"DNMT3A","-996.158522820459","208.108049257956"
"DNMT3B","-760.743239617334","-1182.44985784654"
"DNPEP","123.253983283057","-1010.13076604966"
"DNTTIP1","-520.889052605615","-172.682935849466"
"DNTTIP2","1112.00456311704","650.39541803237"
"DOCK1","-302.961257195459","-790.938688412943"
"DOCK10","-221.151137566552","-570.73837103013"
"DOCK2","-278.457534050927","-584.04647649888"
"DOCK4","595.163681769385","833.180147036276"
"DOCK5","807.999802374854","447.480684145651"
"DOCK6","1073.60453870298","-62.5162793553254"
"DOCK7","-49.3765175103999","-959.172758237161"
"DOCK8","451.493546271338","840.186372622214"
"DOHH","-992.232741570459","5.72695337172536"
"DOK1","-45.3094551324702","-1341.74868597154"
"DOK2","-510.971877312646","-475.732572690286"
"DOK3","-1440.39765856265","970.286409243307"
"DOLPP1","585.815659308448","-713.777311459818"
"DONSON","1050.13273694517","860.652864321432"
"DOT1L","550.828537726416","512.482545717917"
"DPAGT1","336.117447638526","-527.587186948099"
"DPEP2","-71.9235145807124","-678.506498471536"
"DPEP3","-522.632216668115","-74.8472577488801"
"DPF3","443.606217169776","-1379.8860150731"
"DPH1","-1252.61518785952","-709.953397885599"
"DPH2","-434.014235711084","-416.441801205911"
"DPH3","268.08255078794","905.811189516745"
"DPH5","188.916397833838","-382.015134946146"
"DPM3","-140.473647332177","-1281.81716741685"
"DPP3","-761.660414910302","29.4262026393035"
"DPP4","-804.018996453271","185.001886233053"
"DPP7","-508.554396843896","-73.5077954686067"
"DPP9","-300.715926384912","-467.025602475443"
"DPY19L1","-606.285536980615","-196.977354184427"
"DPY19L3","412.71324231626","794.790315493307"
"DPY19L4","125.258103156104","-1180.11733831529"
"DPYD","1270.0432594061","-358.549009457864"
"DPYSL2","-38.8438484430171","-1001.34060491685"
"DPYSL3","756.260971808448","1059.96701227065"
"DR1","761.877732062354","537.830720766745"
"DRAM1","285.393891119971","616.947358950339"
"DRAP1","472.989517951026","-586.725431577005"
"DRG2","-490.737807488427","-751.226225034036"
"DSC2","-722.945876336084","166.557741030417"
"DSEL","1277.22441174985","232.894380434714"
"DSN1","62.1133792638921","-829.969205991068"
"DSP","674.554428839698","934.669771059714"
"DST","-66.9796287774898","-107.373029843607"
"DSTN","-253.225600457177","-499.006010190286"
"DTD1","-1280.23750231265","77.4521006190398"
"DTL","-1340.88655016421","432.765840395651"
"DTNA","-363.231673455224","-1044.45510686997"
"DTNB","58.9986198187016","594.760591372214"
"DTNBP1","990.731919074073","776.33047662612"
"DTWD2","-902.047621941552","370.366090639792"
"DTX1","-651.497328972802","-376.995573178568"
"DTX3L","162.040680670752","627.628145083151"
"DTX4","-1531.00862047671","116.126085146628"
"DTYMK","-1068.75117418765","375.989198549948"
"DUOXA1","616.962815070166","-1230.53799261216"
"DUS1L","-361.745223259912","-497.958646909036"
"DUS3L","-1110.0036155939","-370.842588559427"
"DUS4L","1045.4846656561","238.00105462905"
"DUSP1","173.581375861182","798.264375551901"
"DUSP10","366.176102423682","421.536439760886"
"DUSP11","608.90416028501","-455.238676205911"
"DUSP14","-1021.54768297671","-417.586393491068"
"DUSP16","870.09361341001","-446.445646420755"
"DUSP18","1366.99137952329","-1051.78762640122"
"DUSP19","-910.863784050927","-232.222410336771"
"DUSP2","592.491318488135","-398.258604184427"
"DUSP22","84.0554321050786","-976.786893979349"
"DUSP23","-505.698134636865","4.76190362807301"
"DUSP3","-663.257827019677","-163.116041318216"
"DUSP5","176.602432990088","686.555940493307"
"DUSP6","334.87861707212","832.695772036276"
"DUSP8","152.816391730323","681.446748598776"
"DUT","-666.514846062646","-46.0909787571809"
"DVL1","1261.68254163267","-1053.31997503404"
"DYM","779.356735968604","-249.078031674661"
"DYNC1I1","-645.202162957177","213.287767275534"
"DYNC1I2","-980.171401238427","-1031.11282171372"
"DYNC1LI1","-159.653411126123","-1440.79739202622"
"DYNC1LI2","349.452378058448","-1161.18997015122"
"DYNC2H1","-503.589064812646","13.9924791895965"
"DYNLRB1","-153.725768303857","305.323228701315"
"DYNLT1","696.836411261573","688.859102114401"
"DYNLT3","411.236588263526","983.993867739401"
"DYRK1A","618.456955695166","672.95010553237"
"DYRK1B","-460.233840203271","-664.713224545755"
"DYRK2","101.177742743506","354.877626284323"
"DYRK3","779.601853156104","741.806917055807"
"DYRK4","-580.669814324365","247.124040468893"
"DYSF","335.862076544776","286.826127871237"
"DYX1C1","-258.629653191552","40.7675531947234"
"E2F2","-1553.44038317202","405.546266421042"
"E2F3","-2039.93855211733","-224.249723569193"
"E2F5","942.082443976416","506.273469790182"
"E2F8","-1491.39070055483","538.087037905417"
"EAF1","424.24986341001","644.412141665182"
"EAF2","-410.284102654443","1075.91262994643"
"EARS2","2.73564221860397","-495.844205991068"
"EBAG9","897.093735480323","219.034227236471"
"EBNA1BP2","-707.581008172021","-856.265348569193"
"EBPL","-74.0659477472163","-855.170927182474"
"ECD","258.927078986182","708.932222231589"
"ECE1","959.550949835791","802.162690981589"
"ECE2","-1119.68281481265","-712.386442319193"
"ECH1","-842.71253893374","497.337007387839"
"ECHDC1","-431.008467888818","1196.36215387221"
"ECHDC2","-313.87284777163","-130.503660336771"
"ECHS1","-445.437484002099","-830.43270696763"
"ECM1","-440.862532830224","-488.641019955911"
"ECT2","-622.451674675927","-909.015592709818"
"EDA","-18.9778892755367","-905.610380307474"
"EDEM1","699.010178351416","919.203340395651"
"EDEM2","-989.610060906396","758.585054262839"
"EDEM3","-675.853835320459","-124.578230038919"
"EDIL3","-1112.70222399233","768.05459771987"
"EDN1","216.501480841651","630.213533266745"
"EEA1","1213.08537366392","376.920656069479"
"EED","-111.871352410302","-976.284818784036"
"EEF1A1","591.896103644385","253.516252382956"
"EEF1A2","1534.21379163267","124.87954126235"
"EEF1B2","-1151.84358141421","-474.262601987161"
"EEF1D","517.373154425635","408.099061831198"
"EEF1E1","-813.49427721499","-114.576063290872"
"EEF1G","126.434441351905","-561.86385931138"
"EEF2","614.419907355323","-808.212370053568"
"EEF2K","-120.36244127749","-937.123502866068"
"EEFSEC","-437.165755486474","-796.410490170755"
"EEPD1","-510.609206414209","-523.157987729349"
"EFCAB7","-1142.96772692202","1040.07516656753"
"EFEMP2","420.874954962745","-542.930631772318"
"EFHC1","-514.343581414209","-158.374799863138"
"EFHD2","-230.640456414209","-921.255521909036"
"EFNB1","-298.641432976709","44.1426828944304"
"EFTUD1","495.115372443213","855.78018365737"
"EFTUD2","-719.197951531396","172.846025332175"
"EGLN1","284.570496344581","858.866548403464"
"EGLN2","1210.37785413267","-435.341032162943"
"EGLN3","787.686814093604","-608.968046323099"
"EGR1","1050.96519544126","731.571931704245"
"EGR2","674.589401984229","64.4852255427459"
"EGR3","670.091538214698","998.616914614401"
"EHBP1","-1102.75239489077","573.590150698386"
"EHD1","-316.522719597802","877.91006646987"
"EHD2","627.825669074073","-658.860197202005"
"EHD3","-872.585707879052","453.945314272604"
"EHD4","-740.352858757959","-584.610075131693"
"EHHADH","-551.346999382959","-1001.20181097154"
"EHMT2","313.405594611182","-970.325101987161"
"EID1","-448.02860949038","-106.982236996927"
"EID2","271.701187872901","996.285676821432"
"EID2B","-867.46986315249","45.0947073542693"
"EID3","-691.59193346499","633.51553521987"
"EIF1","465.89878919126","690.269563540182"
"EIF1AD","652.654282355323","235.576387270651"
"EIF1B","-41.7924644708492","803.863374575339"
"EIF2AK1","-158.158263421044","-750.357572690286"
"EIF2AK2","-575.060256218896","1074.57077203628"
"EIF2AK3","454.106888556495","822.884736880026"
"EIF2AK4","-422.253310418115","-448.665403500833"
"EIF2B1","-658.378188347802","-100.398344174661"
"EIF2B2","520.943894171729","677.543489321432"
"EIF2S1","1129.00834729673","-273.15048040513"
"EIF2S2","571.995713019385","210.474428042136"
"EIF2S3","1091.96989514829","-374.738920346536"
"EIF3B","-216.99134752749","-567.460416928568"
"EIF3C","-129.596602654443","-586.402189389505"
"EIF3D","1222.25309827329","-908.149442807474"
"EIF3E","334.256790900245","-689.389677182474"
"EIF3F","1038.87321546079","-557.032499448099"
"EIF3G","369.106583380713","-694.728666440286"
"EIF3H","596.543259406104","-1146.8176556981"
"EIF3J","95.5408103704594","-1385.48318304185"
"EIF3K","515.063614630713","-199.174711362161"
"EIF3L","199.66507031919","-814.825407162943"
"EIF3M","1339.23307874204","-311.568266049661"
"EIF4A2","830.757859015479","-1502.83511175279"
"EIF4B","221.111466193213","-423.141386166849"
"EIF4E2","-743.949233269677","-92.7782880223176"
"EIF4E3","721.137863898291","549.418947085104"
"EIF4EBP1","176.74173047544","401.235841616354"
"EIF4EBP2","-901.117140984521","973.815645083151"
"EIF4EBP3","426.998337531104","461.357484682761"
"EIF4ENIF1","26.1480739355229","-866.185941830911"
"EIF4G1","-779.241652703271","-1122.7756635106"
"EIF4G3","-731.132399773584","-129.041975156107"
"EIF5","272.455963873877","842.695894106589"
"EIF5A","399.828354620948","171.406801089011"
"EIF5B","-73.4240638971187","-281.746732846536"
"EIF6","-871.542678093896","-706.116239682474"
"ELAC1","84.6809356451176","1048.94082818862"
"ELAC2","-229.289473748193","-365.311216489114"
"ELANE","-240.09013292788","1392.45749078628"
"ELF4","735.507248663916","301.276170595846"
"ELK3","-680.569716668115","-846.02841009263"
"ELK4","865.287766242041","159.857599123678"
"ELL","830.635666632666","-771.987638608255"
"ELL2","146.709473395362","1176.9469927394"
"ELL3","581.192856574073","-684.702604428568"
"ELMO1","-760.991408562646","-762.537748471536"
"ELMO2","204.277985358252","536.319154604636"
"ELMOD2","255.394287848487","1036.48178277846"
"ELOF1","-377.759322381005","866.418794497214"
"ELOVL5","556.48423841001","-1102.48135198716"
"ELP3","-1089.55598375796","-606.100980893411"
"ELP4","-837.228469109521","-122.041822568216"
"EMD","1480.42912366392","-122.298689023294"
"EMILIN1","-1051.42500231265","959.14248834487"
"EMILIN2","-267.320418572412","-745.306852475443"
"EML3","-579.318312859521","-718.248747006693"
"EML4","279.118317389502","892.412752016745"
"EMP1","475.367600226416","699.912935122214"
"EMP2","-1194.06623766421","417.662477358542"
"EMP3","-850.500014519677","-1278.39016546372"
"ENDOD1","811.602707648291","472.804384096823"
"ENG","-420.097640252099","908.928560122214"
"ENHO","526.535446906104","11.6548708521941"
"ENO1","1144.07682874204","592.565889223776"
"ENO2","946.539841437354","374.282899721823"
"ENO3","-104.826400017724","-152.439848080911"
"ENOPH1","-769.241408562646","-66.6439496434114"
"ENOSF1","-605.369094109521","466.955293520651"
"ENOX2","-927.32533190249","489.626619204245"
"ENPP2","-933.275283074365","-467.207487241068"
"ENPP4","-1239.14253160952","1781.92038141128"
"ENTHD1","438.053971076026","975.337617739401"
"ENTPD1","-768.18324205874","1551.71090875503"
"ENTPD6","-22.5449516534663","-873.55038274888"
"ENTPD7","-1269.63606188296","1510.5524614894"
"EOMES","-424.721846795068","959.914399965964"
"EP300","551.62583997251","718.917756899557"
"EP400","745.890549445166","151.09871087905"
"EP400NL","602.607590460791","-1302.51504339341"
"EPAS1","-839.080825066552","-176.566068784036"
"EPB41L1","-430.115584588037","134.625070437155"
"EPB41L2","-245.185713982568","-781.306059018411"
"EPB41L3","-1872.85407946108","207.855363711081"
"EPB41L5","571.831955695166","852.01895318862"
"EPC1","-252.153304314599","750.228792055807"
"EPDR1","-497.086806511865","-423.417143002786"
"EPHA2","368.930588507666","1499.44955621596"
"EPHB1","191.922150397315","19.9083613001922"
"EPHB2","-1144.37434313296","278.796541079245"
"EPHB3","-403.568129754052","-1038.31155218247"
"EPHB4","171.504578375831","-315.451231137552"
"EPHB6","330.293930792823","-423.491209164896"
"EPHX1","-864.818862175927","-970.273832455911"
"EPN1","-370.042678093896","-460.12167181138"
"EPN2","173.252609992041","-1038.66787542466"
"EPOR","1197.47477796079","-407.675809994974"
"EPRS","911.94224622251","520.034944399557"
"EPS15","294.531815314307","-659.819669858255"
"EPS15L1","1011.72380139829","-623.625211850443"
"EPS8","-253.412001824365","-487.459318295755"
"EPS8L2","820.986740851416","96.1875589930632"
"EPSTI1","254.025208258643","514.456514223776"
"ERAL1","-1251.3942405939","-531.60946478013"
"ERAP1","237.426865363135","616.84854303237"
"ERAP2","440.717453742041","255.285264834128"
"ERBB2IP","782.611374640479","929.522554262839"
"ERC1","-555.602126336084","-245.927946225443"
"ERCC1","-545.427504754052","7.1982515894988"
"ERCC2","-470.300307488427","-839.978239194193"
"ERCC3","60.44627835752","-1204.21853460435"
"ERCC4","700.70298841001","-8.90939916733714"
"ERCC6","-407.320357537255","-686.456266537943"
"ERCC8","-893.269789910302","-435.252927914896"
"EREG","538.414475226416","582.61953912612"
"ERF","137.684708380713","1165.73275934096"
"ERG","-155.751570916162","-1300.8235150731"
"ERGIC1","1075.74406507017","-125.910688535013"
"ERGIC2","111.619988226905","913.833223208151"
"ERGIC3","-477.58949205874","-16.016431943216"
"ERI3","-954.648024773584","-80.272779599466"
"ERICH1","-1506.94331285952","-48.398985043802"
"ERLIN1","816.43248059751","850.474824770651"
"ERMAP","-850.448195672021","356.395875796042"
"ERMN","597.279099249854","896.506685122214"
"ERMP1","-1245.23274157046","408.19326959487"
"ERN1","629.636276984229","582.530122622214"
"ERO1L","704.319870734229","294.012575014792"
"ERO1LB","569.030869269385","131.470285280905"
"ERP27","-435.25468370913","148.013406618796"
"ERP29","333.395798468604","-364.077573910989"
"ERP44","396.215592169776","964.552705630026"
"ERRFI1","-675.631850457177","1815.44552789565"
"ESAM","-585.202468132959","-474.662016049661"
"ESCO1","-836.101393914209","353.50967584487"
"ESCO2","-1060.93025133608","782.165742739401"
"ESD","618.306687140479","-447.901090756693"
"ESPL1","1136.11210706235","204.670945986471"
"ESPNL","237.984741950049","-1598.72524847154"
"ESRRA","-74.7429954767085","500.88028131362"
"ESYT1","-38.4480430841304","-1178.66030706529"
"ETFA","-414.809310173974","283.365754946432"
"ETFDH","-943.477004265771","128.055513247214"
"ETHE1","508.677872443213","195.766099795065"
"ETNK1","-302.728896355615","1056.84231744643"
"ETS2","-390.009963250146","664.814119204245"
"ETV3","-629.139601922021","-944.046049252786"
"ETV6","692.48472669126","253.12686334487"
"ETV7","474.751053595557","545.051393374167"
"EVC","-163.580962395654","-1.09712423447581"
"EVI2A","937.963425421729","-123.361036435404"
"EVI2B","766.785630011573","655.967866762839"
"EVI5","-473.152541375146","-106.609922543802"
"EVL","1079.26921155454","-471.372953549661"
"EWSR1","-587.092360711084","62.6247881495574"
"EXD2","-1641.31928942202","49.7669676386931"
"EXD3","377.23277356626","400.986451967917"
"EXO1","-1392.9020530939","186.244119509421"
"EXOC1","1196.8293922186","560.152803286276"
"EXOC2","75.2538497686528","-1116.56130804185"
"EXOC3","-214.640822625146","-1110.93337835435"
"EXOC4","-1287.9098655939","982.61514459487"
"EXOC5","1174.34318616392","178.674081667624"
"EXOC6","-552.45716783999","54.2840469920257"
"EXOC7","-333.054305291162","-59.3319913304231"
"EXOG","-65.7994835138179","182.374093874655"
"EXOSC2","-676.114028191552","-731.957059994974"
"EXOSC3","715.127671027198","1188.82748590346"
"EXOSC5","1329.98710706235","-114.709623471536"
"EXOSC6","-990.079177117334","-470.257780209818"
"EXOSC8","449.341080451026","1302.13986383315"
"EXOSC9","-1203.92011950015","-207.216917172708"
"EXT1","-2122.33161852358","-70.806211606302"
"EXTL2","-841.25892565249","213.521989687643"
"EXTL3","216.200012946143","1240.95602594253"
"EZH1","615.417221808448","-606.204130307474"
"EZH2","422.78877332212","220.648424013815"
"F11R","1093.58500745298","838.713533266745"
"F12","638.609360480323","1045.73373590346"
"F13A1","-354.567275261865","-842.55575384263"
"F2R","-363.274184441552","122.371877535544"
"F2RL1","-678.654982781396","475.143556460104"
"F3","371.013993048682","895.13760553237"
"F5","-826.041579461084","-516.050138608255"
"F8","943.151169562354","400.332643374167"
"F8A1","757.981919074073","-991.991605893411"
"FA2H","620.67369153501","-998.479887143411"
"FAAH","482.171433234229","112.420953615866"
"FABP3","-1264.53620836733","254.235933169089"
"FABP4","-268.426589226709","-884.187162534036"
"FADD","1169.26249768735","-39.7576199925325"
"FADS1","510.111099982276","-756.306913510599"
"FADS2","45.1607558965825","-742.906461850443"
"FADS3","1728.25090100767","794.619600161276"
"FAF1","139.662819647803","-236.003568784036"
"FAH","-955.278762078271","-4.07439245346995"
"FAHD1","-951.473403191552","-728.20028509263"
"FAHD2B","-91.9291679620601","-922.854032651224"
"FAIM","-876.777663445459","1719.23971734878"
"FAIM2","736.129868292823","254.936967714987"
"FAIM3","-955.396376824365","1486.82956109878"
"FAM102A","1223.95817639829","298.914247378073"
"FAM102B","-183.146346306787","-1472.16750921372"
"FAM104B","-1172.66926500796","-131.919706479349"
"FAM105A","-615.718825554834","86.2250498377898"
"FAM107B","77.6632278204106","782.119417055807"
"FAM109A","-246.856276726709","-810.363798276224"
"FAM109B","-589.553542351709","-920.726591244974"
"FAM111B","-1320.36042711733","446.644533022604"
"FAM114A1","-202.472075676904","866.250276430807"
"FAM117A","-796.488723015771","-467.428129330911"
"FAM117B","711.529282355323","-651.327543393411"
"FAM118A","-411.119246697412","-2.74102605942699"
"FAM118B","-527.896315789209","-348.988889828958"
"FAM120A","840.55357434751","382.246034487448"
"FAM122B","-105.516448235498","-417.536893979349"
"FAM122C","595.490219855323","634.95938287612"
"FAM124A","374.17564466001","939.591646059714"
"FAM124B","-513.287307000146","-23.8596249974153"
"FAM126A","-17.2158806085445","-465.66122259263"
"FAM126B","670.983933234229","364.282167299948"
"FAM127B","531.964127326026","605.947114809714"
"FAM129A","577.563034796729","243.536165102682"
"FAM129B","171.262421393409","-582.152189389505"
"FAM131A","1218.22709729673","-218.471616879739"
"FAM131B","-1.85303804873001","-284.925962582864"
"FAM134A","984.788803839698","150.630349978171"
"FAM134B","-262.795851922021","936.696260317526"
"FAM135A","485.392655158057","885.565767153464"
"FAM136A","-1340.93342516421","-53.14372839097"
"FAM151B","-833.554274773584","82.428636416159"
"FAM156A","-69.982001519189","311.686525210104"
"FAM160A2","689.75865247251","1332.9772661769"
"FAM160B2","1218.53019788267","-43.6305066502473"
"FAM162A","656.700241827979","568.087587221823"
"FAM168A","1726.55192639829","254.331331118307"
"FAM168B","1641.76457288267","-268.754545346536"
"FAM171B","549.971787238135","1134.50497613784"
"FAM173A","172.981095099463","-622.054960385599"
"FAM173B","-615.666579461084","-477.265348569193"
"FAM174B","-1009.58430407046","552.379457339011"
"FAM175B","768.003586554541","-235.120329037943"
"FAM177A1","-692.554213738427","457.392579897604"
"FAM179B","861.442002081885","1180.74142633315"
"FAM188A","822.94126966001","1420.26815973159"
"FAM188B","-1118.99446032046","433.109651430807"
"FAM189B","-171.302672600732","-709.425016537943"
"FAM193B","863.783676886573","-302.616605893411"
"FAM195A","-860.577468132959","-529.750822202005"
"FAM195B","-399.625197625146","896.588411196432"
"FAM19A2","1373.3206031561","706.377229555807"
"FAM19A3","643.226120734229","-1200.36501897935"
"FAM20A","128.570870184913","688.865571840964"
"FAM20C","519.162491583838","824.600679262839"
"FAM21A","1462.13847424985","59.9191206538299"
"FAM21C","-53.4924843072749","817.813569887839"
"FAM24B","-598.084975457177","610.685518130026"
"FAM26F","936.790573859229","330.711183413229"
"FAM35A","-1014.58418200015","-2.80467046860667"
"FAM3A","244.29170300962","-348.581327573099"
"FAM41C","-1373.04511950015","-1308.18472112779"
"FAM43A","736.451462531104","-1048.4680463231"
"FAM45A","1289.93254163267","-98.1529370701692"
"FAM46B","-10.9959556817867","501.133333071432"
"FAM46C","1095.84465100767","307.017366274557"
"FAM49A","725.163620734229","378.140962465964"
"FAM49B","-1132.68342516421","-933.672819272318"
"FAM50A","-407.993972039209","-163.682096616068"
"FAM53C","1890.83537366392","-151.685011044779"
"FAM57A","-444.20243761538","-212.731718198099"
"FAM58A","-103.91549608706","-525.890897885599"
"FAM63A","-679.287612175927","-702.17684759263"
"FAM63B","1010.96781995298","585.420930727682"
"FAM64A","-1411.02351305483","426.925233706198"
"FAM65A","-643.362807488427","-254.594297543802"
"FAM65B","430.562790656104","818.031099184714"
"FAM69A","-355.67265245913","-1010.67275823716"
"FAM69B","160.562943243995","-1277.41567815904"
"FAM71F2","-424.876662468896","336.660707339011"
"FAM72D","29.8781364202641","-178.618314877786"
"FAM73B","467.313736701026","4.01672540541676"
"FAM76A","364.656388068213","36.9690607630828"
"FAM76B","859.080857062354","-581.618131772318"
"FAM78A","-170.836745476709","-910.738309994974"
"FAM83D","-979.24623033999","446.544191225729"
"FAM83G","746.624924445166","289.878602846823"
"FAM83H","-429.272780632959","-551.578580991068"
"FAM86B1","61.34982182981","435.575136049948"
"FAM89B","889.045395636573","722.501741274557"
"FAM8A1","731.253952765479","518.082521303854"
"FAM90A1","-274.247939324365","-764.711149350443"
"FAM91A1","1223.59745862485","660.941072329245"
"FAM92A1","210.656800055518","986.239412172995"
"FAM98A","-409.154555535302","-938.104215756693"
"FANCA","612.737473273291","1069.25930963393"
"FANCC","-1063.59590075015","-871.530668393411"
"FANCE","180.561325812354","945.359407290182"
"FANCG","-272.252455925927","-1397.80129827622"
"FANCL","-926.141616082177","1058.48874078628"
"FANCM","-1574.97383043765","981.091096743307"
"FAR1","-1327.01814196108","-200.074827328958"
"FAR2","-719.781508660302","1224.8796099269"
"FARP1","-278.64042589663","-798.605863705911"
"FARS2","-307.402877068505","-450.305570737161"
"FARSA","31.4876382589482","-443.264860287943"
"FASN","-523.603408074365","-873.867033139505"
"FASTKD1","1330.63469007017","219.475038393698"
"FASTKD3","26.1257293462895","-457.454557553568"
"FAT2","-871.779616570459","-180.933134213724"
"FAU","874.647446417823","865.219575747214"
"FBF1","-556.670851922021","-1208.10391058091"
"FBL","-280.216017937646","-1000.9895306981"
"FBLN5","1371.87651135923","1043.49814020034"
"FBN2","-628.461745476709","-168.002256528177"
"FBP1","499.620926642432","1015.86471734878"
"FBXL13","-933.044387078271","-78.381895200052"
"FBXL14","811.48423841001","-104.918790952005"
"FBXL16","1358.68815686704","-600.941923276224"
"FBXL18","1294.40239026548","-1228.86587347154"
"FBXL19","404.25230481626","-1445.49087347154"
"FBXL20","889.507248663916","-222.216154233255"
"FBXL3","1282.78898694517","-351.44344915513"
"FBXL4","-1027.57551500796","-232.429807797708"
"FBXL5","-399.40898058413","984.502961977682"
"FBXL6","-100.261733269677","-1151.48049749497"
"FBXL8","-267.192336297021","-1815.79849065904"
"FBXO11","802.390061163916","65.7319773280242"
"FBXO15","225.638245368018","526.847535952292"
"FBXO16","-41.8169395685054","-1656.56814397935"
"FBXO18","83.664726996436","483.269746645651"
"FBXO21","1167.98356702329","28.5623491847136"
"FBXO25","998.15562512876","-445.035490170755"
"FBXO28","882.666123175635","743.132905825339"
"FBXO3","864.763413214698","-367.636381284036"
"FBXO30","918.60630872251","493.909517153464"
"FBXO31","1119.03971936704","286.606660708151"
"FBXO32","-612.615065789209","306.985475405417"
"FBXO33","-45.6862251520015","-1057.72268499497"
"FBXO34","1212.0725562811","-909.285978452005"
"FBXO36","-494.049575066552","-248.741178647318"
"FBXO4","-1336.9762718439","-185.079328671732"
"FBXO40","-210.473464226709","-56.4931241429231"
"FBXO41","-280.754592156396","-667.770719662943"
"FBXO43","-682.30335924624","1020.57132135268"
"FBXO44","-121.710524773584","-1394.79238714341"
"FBXO48","693.130844855323","214.493776186667"
"FBXO6","222.720093512549","108.031629427634"
"FBXW11","1272.34294202329","-24.2665540135285"
"FBXW2","-1349.61311266421","791.726167544089"
"FBXW4","1986.94010999204","490.81875787612"
"FBXW5","-311.725478386865","1104.61313043471"
"FBXW7","609.919052863135","407.693239077292"
"FBXW8","-337.79862902163","-919.706876889505"
"FBXW9","-157.724211907373","-992.869169369974"
"FCAR","247.565552496924","695.215364321432"
"FCER1A","-361.95667955874","-760.13534368638"
"FCER1G","-466.940963006005","926.895173891745"
"FCER2","801.202866339698","-861.070097104349"
"FCGR1A","331.315109992041","730.286775454245"
"FCGR1B","297.261612677588","766.869966372214"
"FCGR2A","244.584107184424","1089.78903375503"
"FCGR2B","-1710.9313499689","490.333986147604"
"FCGR2C","878.450424933448","794.082063540182"
"FCGR3A","1397.72087171079","1268.97665582534"
"FCGRT","-1079.86738512515","-87.0387097752473"
"FCHO1","22.4088142156743","-425.060178891458"
"FCHO2","-93.2574760675288","-604.401823178568"
"FCHSD1","896.203598761573","1010.34366021987"
"FCHSD2","-300.261550164209","-405.534940854349"
"FCN1","-441.322219109521","1228.33151422378"
"FCRLA","13.1479919195317","439.956331118307"
"FCRLB","1273.39408948423","886.144990786276"
"FDFT1","-308.751418328271","-1156.71328558091"
"FDPS","-151.042403435693","-713.162443295755"
"FDX1","-1557.65278551577","611.257783755026"
"FECH","-712.029250359521","-188.317808285989"
"FEM1B","480.141739630713","725.753389223776"
"FEM1C","833.351975226416","743.241060122214"
"FEN1","177.183380866065","128.520746096335"
"FERMT3","-739.425368523584","-494.629301205911"
"FES","-339.848647332177","-741.952421323099"
"FEZ2","-595.570204949365","-469.01424993638"
"FFAR2","220.257126593604","686.567537172995"
"FFAR3","1173.0549781561","216.686143740378"
"FGD1","-375.120467400537","821.287629946432"
"FGD2","-109.860167717919","-797.20126165513"
"FGD3","940.440964484229","-162.360868588724"
"FGD5","113.959206366553","-1105.47427190904"
"FGD6","690.635971808448","783.668611391745"
"FGFR1OP2","759.824021124854","727.849702700339"
"FGL2","871.120041632666","-743.277555600443"
"FGR","150.606415534034","742.343721255026"
"FHDC1","8.08441236020553","1211.16647516128"
"FHIT","-183.602751946435","-176.151273862161"
"FHL1","-1160.59785387515","253.029756411276"
"FHL2","820.160691046729","-1120.94607366685"
"FHL3","59.9328086614751","-934.597807065286"
"FHOD1","-182.346205925927","-675.931364194193"
"FICD","-235.125075554834","448.400850161276"
"FIG4","-1159.04707262515","571.488496645651"
"FIGNL1","876.306320929541","77.0923241221526"
"FILIP1","142.535370612159","2190.19235406753"
"FILIP1L","-1263.67280504702","-1081.44155706529"
"FIP1L1","821.079758429541","571.622926577292"
"FIS1","-364.219802117334","-932.931364194193"
"FIZ1","-211.011153435693","-525.146757260599"
"FKBP14","-1075.11909410952","-191.107771054544"
"FKBP15","236.745651984229","640.173189028464"
"FKBP1A","-846.575942254052","-416.569303647318"
