from	to
GATM	ABCA3
GATM	MCM3
GATM	TRMT12
GATM	ACTR2
GATM	TMEM30A
GATM	ZDHHC7
GATM	C10orf2
GATM	EPHB3
GATM	APPL2
GATM	LOC389906
GATM	ABCD4
GATM	ACTL6A
PDE4B	HAPLN3
PDE4B	IFIT3
PDE4B	HBEGF
PDE4B	SOD2
PDE4B	GBP1
PDE4B	MT1F
PDE4B	STX11
PDE4B	RHBDF2
PDE4B	LGALS3BP
PDE4B	FPR2
PDE4B	IRF7
PDE4B	STAT3
PDE4B	PNKD
PDE4B	LY6E
PDE4B	PSMB8
PDE4B	IFI35
PDE4B	LGALS9
PDE4B	ANKRD29
PDE4B	GIMAP5
PDE4B	FFAR2
PDE4B	DRAM1
PDE4B	IRF8
PDE4B	DDX60
PDE4B	FAM20A
PDE4B	BTG3
PDE4B	ISG15
PDE4B	OTUD1
PDE4B	SHISA5
PDE4B	LAMB3
PDE4B	GPR65
PDE4B	KCNMB1
PDE4B	FYB
PDE4B	ZYX
PDE4B	ATP1A1
PDE4B	PGD
PDE4B	TRIM22
PDE4B	CD37
PDE4B	NINJ1
PDE4B	IKBKE
PDE4B	CDA
PDE4B	GALNT4
PDE4B	PSME1
PDE4B	HSD3B7
PDE4B	FGR
PDE4B	SELM
PDE4B	RRP12
PDE4B	CYB5R2
PDE4B	LMF2
PDE4B	TRIM25
PDE4B	HM13
PDE4B	BST1
PDE4B	NCOR1
PDE4B	SERPINB9
PDE4B	NDST1
PDE4B	NRN1
PDE4B	TCIRG1
PDE4B	H1FX
PDE4B	HELQ
PDE4B	SHKBP1
PDE4B	DPH3
PDE4B	DUSP8
PDE4B	WIPI1
PDE4B	FLJ32255
PDE4B	NLRP2
PDE4B	RELB
PDE4B	CEBPE
PDE4B	ZFPM1
PDE4B	RASGRP1
PDE4B	WTAP
PDE4B	CIR1
PDE4B	MAPRE3
PDE4B	GMEB1
PDE4B	COQ10B
PDE4B	AHI1
PDE4B	TBC1D22B
PDE4B	PRDX5
PDE4B	DNHD1
PDE4B	USF1
PDE4B	PFKFB3
PDE4B	LOC729603
PDE4B	SP140L
PDE4B	XBP1
PDE4B	STRN4
PDE4B	PRPF6
PDE4B	SOX13
PDE4B	AKAP2
PDE4B	SGMS1
PDE4B	RBMS1
PDE4B	STAG3
PDE4B	FYTTD1
PDE4B	CCDC50
PDE4B	CANT1
PDE4B	ZSCAN5A
PDE4B	AVIL
PDE4B	BCAS2
PDE4B	RHOQ
PDE4B	ISY1
PDE4B	CAPNS2
PDE4B	GLRX2
PDE4B	TBK1
PDE4B	TDRD9
PDE4B	RASA2
PDE4B	SULT1A3
PDE4B	ILDR1
PDE4B	ACO1
PDE4B	LMF1
PDE4B	P4HB
PDE4B	RHOT2
PDE4B	C20orf24
PDE4B	PGS1
PDE4B	TMEM209
PDE4B	SLC8A1
PDE4B	PSENEN
PDE4B	NFKBIA
PDE4B	NBPF11
PDE4B	COPZ1
PDE4B	HYOU1
PDE4B	HIVEP2
PDE4B	UTP23
PDE4B	FXN
PDE4B	SNRPB2
PDE4B	MAP1LC3B
PDE4B	RALB
PDE4B	SLC9A8
PDE4B	SRGN
HAPLN3	IFIT3
HAPLN3	IRF7
HAPLN3	PSME2
HAPLN3	STAT3
HAPLN3	FRMD3
HAPLN3	IFI35
HAPLN3	SAMD9L
HAPLN3	FAM20A
HAPLN3	METTL7B
HAPLN3	LAMB3
HAPLN3	FYB
HAPLN3	TMEM217
HAPLN3	GALNT4
HAPLN3	PSME1
HAPLN3	LMF2
HAPLN3	PML
HAPLN3	NMI
HAPLN3	HM13
HAPLN3	NCOR1
HAPLN3	SERPINB9
HAPLN3	FLJ32255
HAPLN3	CEBPE
HAPLN3	AHI1
HAPLN3	PRDX5
HAPLN3	ETV7
HAPLN3	PFKFB3
HAPLN3	IL32
HAPLN3	STAG3
HAPLN3	PSMA3
HAPLN3	CANT1
HAPLN3	PMAIP1
HAPLN3	ZSCAN5A
HAPLN3	ZBTB40
HAPLN3	CAPNS2
HAPLN3	TDRD9
HAPLN3	SULT1A3
HAPLN3	LMF1
HAPLN3	SLC8A1
HAPLN3	DDX59
HAPLN3	TIMP2
HAPLN3	NUDT22
HAPLN3	UTRN
HAPLN3	NOMO3
HAPLN3	COPZ1
HAPLN3	TBL3
HAPLN3	HYOU1
HAPLN3	PGM5P2
HAPLN3	SERPINI1
HAPLN3	C21orf91
HAPLN3	LILRA4
MT2A	MT1G
MT2A	RIPK2
MT2A	TLR8
MT2A	SSFA2
MT2A	ARL5B
MT2A	ICAM5
MT2A	CHMP5
MT2A	PTAFR
MT2A	MARK3
MT2A	ARID4B
MT2A	SLC2A5
MT2A	CASC3
MT2A	C5orf22
MT2A	MFAP3
MT2A	DOT1L
MT2A	ATP5SL
MT2A	CTDSPL2
MT2A	SEC23A
MT2A	FRS2
MT2A	RBM18
MT2A	UBQLN2
MT2A	TMEM41A
MT2A	LRCH1
MT1H	MT1G
MT1H	EXOG
MT1H	SOCS3
MT1H	RFX2
MT1H	RIPK2
MT1H	TLR8
MT1H	CSGALNACT2
MT1H	OTUD4
MT1H	RRAD
MT1H	SSFA2
MT1H	MAP3K2
MT1H	EIF4EBP3
MT1H	WDR86
MT1H	PNPLA8
MT1H	RGPD2
MT1H	CHMP5
MT1H	GBP3
MT1H	RAB18
MT1H	MDFIC
MT1H	NECAP1
MT1H	EXD3
MT1H	DCTN4
MT1H	CCNDBP1
MT1H	STK10
MT1H	C9orf16
MT1H	PAQR3
MT1H	UFM1
MT1H	RNF10
MT1H	FAM122C
MT1H	GOLT1B
MT1H	ZNF567
CLEC5A	IFI27
CLEC5A	GPR84
CLEC5A	PAG1
CLEC5A	SLC28A3
CLEC5A	TNFSF10
CLEC5A	LAP3
CLEC5A	SLITRK4
CLEC5A	CLEC6A
CLEC5A	PCNX
CLEC5A	LILRB4
CLEC5A	C15orf48
CLEC5A	AQP9
CLEC5A	RAB20
CLEC5A	TCF7L2
CLEC5A	TNF
CLEC5A	FCAR
CLEC5A	LILRB3
CLEC5A	CEBPB
CLEC5A	SLC22A15
CLEC5A	FOS
CLEC5A	NRIP3
CLEC5A	TNS3
CLEC5A	HIVEP1
CLEC5A	TNIK
CLEC5A	DLEU7
CLEC5A	GIMAP4
CLEC5A	SLC1A3
CLEC5A	TNFSF15
CLEC5A	SQRDL
CLEC5A	MR1
CLEC5A	DNAJC5B
CLEC5A	IRAK3
CLEC5A	TNFAIP3
CLEC5A	MITF
CLEC5A	EML4
CLEC5A	GPR68
CLEC5A	ZNF438
CLEC5A	TLR2
CLEC5A	AHI1
CLEC5A	LONRF3
CLEC5A	SLC41A2
CLEC5A	DPY19L3
CLEC5A	ABHD2
CLEC5A	MAP4K3
CLEC5A	MAML2
CLEC5A	TREM1
CLEC5A	SDCBP
CLEC5A	ACSL4
CLEC5A	UBE2E2
CLEC5A	FNDC3A
CLEC5A	GUCY1B3
CLEC5A	NEDD9
CLEC5A	GK5
CLEC5A	YIPF1
CLEC5A	MEFV
CLEC5A	RAB11FIP2
CLEC5A	SKIL
CLEC5A	TRPS1
CLEC5A	GYPC
CLEC5A	MGAM
CLEC5A	SH3BP5
CLEC5A	SGMS2
CLEC5A	RASSF8
CLEC5A	ACVR1B
CLEC5A	KSR1
CLEC5A	RPS6KA5
CLEC5A	ARFGAP3
CLEC5A	STBD1
CLEC5A	ALCAM
CLEC5A	IMPAD1
CLEC5A	ZNRF2
CLEC5A	RAB27A
CLEC5A	IFNAR1
CLEC5A	NEK4
CLEC5A	GGCX
CLEC5A	CHM
CLEC5A	SEL1L
CLEC5A	EIF2B2
NCF1	NCF1C
NCF1	SERPINE1
NCF1	APP
NCF1	FLT3LG
NCF1	PVRL2
NCF1	OGFR
NCF1	CSF1
NCF1	TPI1
NCF1	ZNFX1
NCF1	GYS1
NCF1	STIP1
NCF1	DENND1A
NCF1	TMEM88
NCF1	PPTC7
NCF1	PCGF1
NCF1	ST3GAL5
NCF1	DOCK5
NCF1	GPX4
NCF1	FXR2
NCF1	ZSWIM4
NCF1	TMEM39A
NCF1	TMEM189-UBE2V1
NCF1	LCMT2
NCF1	ZNF473
NCF1	SLC9A7
NCF1	KHNYN
NCF1	LYSMD1
NCF1	CLCN7
NCF1	CIDECP
NCF1	TMEM116
NCF1	CHMP7
CCND1	CD38
CCND1	PPARGC1B
CCND1	CEP120
CCND1	CARS
CCND1	ATG3
CCND1	AGPAT5
CCND1	ZNF618
CCND1	MED10
CCND1	ZNF436
CCND1	KIAA0040
CCND1	ZFPL1
CCND1	MRRF
IFIT3	HBEGF
IFIT3	SERPING1
IFIT3	RHBDF2
IFIT3	LGALS3BP
IFIT3	FPR2
IFIT3	IRF7
IFIT3	LAP3
IFIT3	STAT3
IFIT3	PNKD
IFIT3	LY6E
IFIT3	PSMB8
IFIT3	IFI35
IFIT3	LGALS9
IFIT3	ANKRD29
IFIT3	GIMAP5
IFIT3	FFAR2
IFIT3	TNFAIP2
IFIT3	RSAD2
IFIT3	FAM20A
IFIT3	TRIM21
IFIT3	ISG15
IFIT3	SHISA5
IFIT3	LAMB3
IFIT3	GPR65
IFIT3	KCNMB1
IFIT3	FYB
IFIT3	ZYX
IFIT3	ATP1A1
IFIT3	PGD
IFIT3	CD37
IFIT3	NINJ1
IFIT3	IKBKE
IFIT3	CDA
IFIT3	GALNT4
IFIT3	PSME1
IFIT3	HSD3B7
IFIT3	FGR
IFIT3	SELM
IFIT3	STAT2
IFIT3	RRP12
IFIT3	BASP1
IFIT3	CYB5R2
IFIT3	LMF2
IFIT3	HM13
IFIT3	BST1
IFIT3	NCOR1
IFIT3	SERPINB9
IFIT3	NDST1
IFIT3	TCIRG1
IFIT3	H1FX
IFIT3	TP53INP2
IFIT3	APOBEC3G
IFIT3	HELQ
IFIT3	SHKBP1
IFIT3	IRF9
IFIT3	DUSP8
IFIT3	WIPI1
IFIT3	FLJ32255
IFIT3	NLRP2
IFIT3	RELB
IFIT3	CEBPE
IFIT3	ZFPM1
IFIT3	RASGRP1
IFIT3	CIR1
IFIT3	MAPRE3
IFIT3	GMEB1
IFIT3	AHI1
IFIT3	TBC1D22B
IFIT3	PRDX5
IFIT3	DNHD1
IFIT3	USF1
IFIT3	PFKFB3
IFIT3	PGAM4
IFIT3	SP140L
IFIT3	STRN4
IFIT3	PRPF6
IFIT3	SOX13
IFIT3	AKAP2
IFIT3	SGMS1
IFIT3	RBMS1
IFIT3	STAG3
IFIT3	FYTTD1
IFIT3	CCDC50
IFIT3	CANT1
IFIT3	ZSCAN5A
IFIT3	AVIL
IFIT3	RHOQ
IFIT3	ISY1
IFIT3	CAPNS2
IFIT3	GLRX2
IFIT3	TBK1
IFIT3	TDRD9
IFIT3	RASA2
IFIT3	SULT1A3
IFIT3	ILDR1
IFIT3	LMF1
IFIT3	P4HB
IFIT3	RHOT2
IFIT3	PGS1
IFIT3	SAMD9
IFIT3	SLC8A1
IFIT3	PSENEN
IFIT3	NFKBIA
IFIT3	NBPF11
IFIT3	COPZ1
IFIT3	DTNB
IFIT3	HYOU1
IFIT3	RAB3IP
IFIT3	VAV1
IFIT3	MAPKAPK2
IFIT3	FXN
IFIT3	SLC9A8
IFIT3	SRGN
IFI27	HBEGF
IFI27	GPR84
IFI27	RHBDF2
IFI27	FPR2
IFI27	TNFSF10
IFI27	LAP3
IFI27	FRMD3
IFI27	SLITRK4
IFI27	PNKD
IFI27	LY6E
IFI27	C15orf48
IFI27	RAB20
IFI27	LGALS9
IFI27	GIMAP5
IFI27	TNF
IFI27	LILRB3
IFI27	CEBPB
IFI27	ISG15
IFI27	GPR65
IFI27	NRIP3
IFI27	TNS3
IFI27	ZYX
IFI27	TMEM109
IFI27	PLEKHA7
IFI27	CD37
IFI27	NINJ1
IFI27	CDA
IFI27	HSD3B7
IFI27	FGR
IFI27	SELM
IFI27	RRP12
IFI27	CYB5R2
IFI27	HERC5
IFI27	BST1
IFI27	NDST1
IFI27	TCIRG1
IFI27	H1FX
IFI27	DNAJC5B
IFI27	TNFAIP3
IFI27	HELQ
IFI27	GPR68
IFI27	DUSP8
IFI27	ZNF438
IFI27	NLRP2
IFI27	ZFPM1
IFI27	RASGRP1
IFI27	GMEB1
IFI27	USF1
IFI27	MAML2
IFI27	SOX13
IFI27	AKAP2
IFI27	RBMS1
IFI27	RHOQ
IFI27	GLRX2
IFI27	RASA2
IFI27	PGS1
IFI27	YIPF1
IFI27	ZDHHC5
IFI27	NFKBIA
IFI27	TRPS1
IFI27	STBD1
IFI27	DNAJB9
IFI27	SRGN
VSIG4	MT1F
VSIG4	MTHFS
VSIG4	BCL2A1
VSIG4	EAF1
VSIG4	C5AR1
VSIG4	TNIK
VSIG4	BTG1
VSIG4	LAIR1
VSIG4	ACVRL1
VSIG4	P2RX4
VSIG4	CYB5A
VSIG4	TMBIM1
VSIG4	C9orf91
VSIG4	GPD2
VSIG4	ECD
VSIG4	SLC6A8
VAMP5	CD274
VAMP5	ATP6V0C
VAMP5	TRIM69
VAMP5	BTN3A2
VAMP5	AKAP13
VAMP5	PCK2
VAMP5	XAB2
VAMP5	LAMB3
VAMP5	DUSP10
VAMP5	PDCD1LG2
VAMP5	IDO2
VAMP5	MOV10
VAMP5	SNX33
VAMP5	GPR108
VAMP5	KPNA2
VAMP5	NBPF10
VAMP5	YME1L1
VAMP5	ITK
VAMP5	FOXO3
VAMP5	PRPF3
VAMP5	NEK7
VAMP5	CCDC115
VAMP5	CENPJ
VAMP5	SPTY2D1
VAMP5	SLC35A4
VAMP5	CCL20
VAMP5	HERPUD2
VAMP5	POLR2A
VAMP5	NUP153
VAMP5	GSK3B
VAMP5	UBC
VAMP5	TFE3
VAMP5	KIAA1429
VAMP5	ARL6IP4
VAMP5	TBC1D23
VAMP5	PPM1B
VAMP5	C20orf96
VAMP5	RP2
VAMP5	APOL1
VAMP5	BEGAIN
VAMP5	ARNT2
VAMP5	PDGFRA
MT1G	EXOG
MT1G	IL6
MT1G	MT1E
MT1G	RIPK2
MT1G	TLR8
MT1G	CSGALNACT2
MT1G	OTUD4
MT1G	MAP3K2
MT1G	FOXC1
MT1G	PNPLA8
MT1G	ICAM5
MT1G	RGPD2
MT1G	RNF217
MT1G	RAB18
MT1G	CA2
MT1G	MDFIC
MT1G	AMMECR1L
MT1G	NECAP1
MT1G	EXD3
MT1G	DCTN4
MT1G	CCNDBP1
MT1G	DOT1L
MT1G	CTDSPL2
MT1G	RBM18
MT1G	USP22
MT1G	UPB1
MT1G	PAQR3
MT1G	UFM1
MT1G	IKZF5
MT1G	ZNF385C
MT1G	CXCL11
MT1G	GOLT1B
MT1G	ZNF567
ITGB7	MT1E
ITGB7	BTN3A2
ITGB7	ERO1L
ITGB7	CCND2
ITGB7	MTHFD2
ITGB7	KIF1B
ITGB7	TNFRSF10B
ITGB7	BTN3A3
ITGB7	GCC1
ITGB7	MICB
ITGB7	ADO
ITGB7	BTN3A1
ITGB7	IL6ST
ITGB7	YTHDC1
ITGB7	SESTD1
ITGB7	SPG11
ITGB7	TAF1D
ITGB7	LOC143666
ITGB7	GPATCH8
ITGB7	ZNF181
ITGB7	AMMECR1L
ITGB7	SESN1
ITGB7	ZNF24
ITGB7	PLEKHA8
ITGB7	PRKAR1A
ITGB7	LRRFIP2
ITGB7	FRG1
ITGB7	ZNF543
ITGB7	SMCHD1
ITGB7	ZNF25
ITGB7	SPAG4
ITGB7	C16orf72
ITGB7	RSL24D1
ITGB7	GCC2
ITGB7	BMI1
ITGB7	GPBP1
ITGB7	RNF169
ITGB7	ZNF597
ITGB7	HOMER1
ITGB7	L1CAM
ITGB7	AOC2
ITGB7	EEF1A1
ITGB7	ZNF808
ITGB7	ATXN3
ITGB7	UBR2
ITGB7	LEPR
ITGB7	TMOD3
ITGB7	EIF1AD
ITGB7	GPBP1L1
ITGB7	MKRN1
ITGB7	ASH1L
ITGB7	CD46
ITGB7	TCF20
ITGB7	CCNT1
ITGB7	EP400
ITGB7	ZNF429
HBEGF	MTHFS
HBEGF	GPR84
HBEGF	BCL2A1
HBEGF	RHBDF2
HBEGF	FPR2
HBEGF	PLAUR
HBEGF	IRF7
HBEGF	PAG1
HBEGF	PSME2
HBEGF	STAT3
HBEGF	FRMD3
HBEGF	SLITRK4
HBEGF	CLEC6A
HBEGF	PCNX
HBEGF	PNKD
HBEGF	LY6E
HBEGF	IFI35
HBEGF	AQP9
HBEGF	RAB20
HBEGF	CYP27B1
HBEGF	LGALS9
HBEGF	GIMAP5
HBEGF	TCF7L2
HBEGF	FCAR
HBEGF	FAM20A
HBEGF	NAMPT
HBEGF	PLSCR1
HBEGF	FAM124A
HBEGF	FYB
HBEGF	HIVEP1
HBEGF	ZYX
HBEGF	DLEU7
HBEGF	CD37
HBEGF	NINJ1
HBEGF	CDA
HBEGF	GALNT4
HBEGF	PSME1
HBEGF	HSD3B7
HBEGF	CLEC4E
HBEGF	FGR
HBEGF	SELM
HBEGF	RRP12
HBEGF	CYB5R2
HBEGF	LMF2
HBEGF	PML
HBEGF	GIMAP4
HBEGF	SQRDL
HBEGF	NCOR1
HBEGF	SERPINB9
HBEGF	NDST1
HBEGF	MR1
HBEGF	TCIRG1
HBEGF	H1FX
HBEGF	IRAK3
HBEGF	MITF
HBEGF	SPRY2
HBEGF	HELQ
HBEGF	DUSP8
HBEGF	FAM107B
HBEGF	ZNF438
HBEGF	FLJ32255
HBEGF	NLRP2
HBEGF	CEBPE
HBEGF	ZFPM1
HBEGF	TMEM38B
HBEGF	RASGRP1
HBEGF	GMEB1
HBEGF	AHI1
HBEGF	PRDX5
HBEGF	USF1
HBEGF	PFKFB3
HBEGF	DPY19L3
HBEGF	MAP4K3
HBEGF	IL32
HBEGF	SOX13
HBEGF	AKAP2
HBEGF	RBMS1
HBEGF	STAG3
HBEGF	TREM1
HBEGF	CANT1
HBEGF	SDCBP
HBEGF	ZSCAN5A
HBEGF	RHOQ
HBEGF	ACSL4
HBEGF	CAPNS2
HBEGF	RAB42
HBEGF	GLRX2
HBEGF	RASA2
HBEGF	GUCY1B3
HBEGF	PGS1
HBEGF	SLC8A1
HBEGF	YIPF1
HBEGF	MEFV
HBEGF	PSMD4
HBEGF	NUDT22
HBEGF	GSTO1
HBEGF	NFKBIA
HBEGF	TRPS1
HBEGF	GYPC
HBEGF	MGAM
HBEGF	ANKRD28
HBEGF	SH3BP5
HBEGF	DNAJB5
HBEGF	RASSF8
HBEGF	ACVR1B
HBEGF	ARFGAP3
HBEGF	IMPAD1
HBEGF	ATP1B3
HBEGF	IFNAR1
HBEGF	ARL8B
HBEGF	SEC62
HBEGF	CHM
HBEGF	ZUFSP
HBEGF	RTN4
HBEGF	EIF2B2
HBEGF	RCN2
HBEGF	SRGN
SOD2	MT1F
SOD2	PTGS2
SOD2	SERPINA1
SOD2	STX11
SOD2	CAMP
SOD2	IL27
SOD2	PLAUR
SOD2	ZC3H12A
SOD2	ZNF385A
SOD2	SLC28A3
SOD2	G0S2
SOD2	SLC31A1
SOD2	STAT3
SOD2	HTRA4
SOD2	EAF1
SOD2	CYP27B1
SOD2	MSR1
SOD2	F3
SOD2	DRAM1
SOD2	APOL6
SOD2	CCL3
SOD2	SLC43A3
SOD2	DUSP6
SOD2	MTF1
SOD2	TRIM21
SOD2	PGAM1
SOD2	OTUD1
SOD2	IGF2BP3
SOD2	PNRC1
SOD2	STOM
SOD2	CKAP4
SOD2	PPP1R15B
SOD2	LMNB1
SOD2	SPSB1
SOD2	SLC31A2
SOD2	MLPH
SOD2	RILPL2
SOD2	SLC7A7
SOD2	ICAM3
SOD2	FKBP15
SOD2	CASP7
SOD2	TLE3
SOD2	CTRL
SOD2	LIMK2
SOD2	PNPLA2
SOD2	NRN1
SOD2	FLOT1
SOD2	RANBP6
SOD2	S100A11
SOD2	PNPLA8
SOD2	SFMBT2
SOD2	ACSL5
SOD2	MYO1F
SOD2	AGTRAP
SOD2	BBX
SOD2	ARFGEF2
SOD2	SEMA4B
SOD2	WTAP
SOD2	COQ10B
SOD2	POLD4
SOD2	ZFAND3
SOD2	ASAH1
SOD2	TOM1
SOD2	ZFX
SOD2	SLC7A6OS
SOD2	XBP1
SOD2	IFIT5
SOD2	CBX3
SOD2	FEM1B
SOD2	YIPF5
SOD2	MED13
SOD2	CYCS
SOD2	RNF13
SOD2	ERAP1
SOD2	LYN
SOD2	LACTB
SOD2	ACO1
SOD2	C20orf24
SOD2	ANXA5
SOD2	TMED7
SOD2	MON1B
SOD2	TSGA10
SOD2	MYBPH
SOD2	RRAGA
SOD2	TNFRSF10A
SOD2	OXSR1
SOD2	AKAP7
SOD2	ENTHD1
SOD2	UTP23
SOD2	DLAT
SOD2	MAPK8
SOD2	MAP1LC3B
SOD2	PHF5A
SOD2	HEY1
SOD2	PNRC2
GBP1	MT1F
GBP1	PIM1
GBP1	STX11
GBP1	CAMP
GBP1	LAP3
GBP1	CLEC6A
GBP1	IRF8
GBP1	DDX60
GBP1	CCL3
GBP1	DTX3L
GBP1	FAM20A
GBP1	TRIM21
GBP1	TRIM22
GBP1	TAGAP
GBP1	STAT2
GBP1	BCAT1
GBP1	CYB5R2
GBP1	TRIM25
GBP1	CASP7
GBP1	CYB5A
GBP1	CNIH4
GBP1	DPH3
GBP1	C9orf91
GBP1	WTAP
GBP1	ZFP36L2
GBP1	COQ10B
GBP1	TBC1D22B
GBP1	EGLN1
GBP1	BEX2
GBP1	PGAM4
GBP1	SPPL2A
GBP1	C20orf24
GBP1	SAMD9
GBP1	DTNB
GBP1	MDGA1
GBP1	ELMOD2
IRF1	PIM1
IRF1	GPC4
IRF1	PAG1
IRF1	CLEC6A
IRF1	PCNX
IRF1	LILRB4
IRF1	ACSL1
IRF1	SLC22A15
IRF1	HIVEP1
IRF1	STAT1
IRF1	TRIM22
IRF1	C12orf57
IRF1	CASP7
IRF1	SLC9A1
IRF1	TANK
IRF1	CTRL
IRF1	C18orf8
IRF1	GADD45B
IRF1	CNIH4
IRF1	SP110
IRF1	NPC1
IRF1	C9orf91
IRF1	CCNL1
IRF1	ZFP36L2
IRF1	SERTAD2
IRF1	EGLN1
IRF1	BEX2
IRF1	SLC15A4
IRF1	PARP9
IRF1	HDAC4
IRF1	NFKBIZ
IRF1	FICD
IRF1	BIN3
IRF1	PDK3
IRF1	NUDT9
IRF1	RPA2
IRF1	GBP6
IRF1	TLR10
SLC6A12	SERPINA1
SLC6A12	PIM1
SLC6A12	IL1A
SLC6A12	ITGAL
SLC6A12	GPC4
SLC6A12	NCOA7
SLC6A12	PAG1
SLC6A12	SLITRK4
SLC6A12	CLEC6A
SLC6A12	PCNX
SLC6A12	SLC11A1
SLC6A12	AQP9
SLC6A12	TCF7L2
SLC6A12	FCAR
SLC6A12	SLC7A5
SLC6A12	DDIT3
SLC6A12	SLC43A3
SLC6A12	CD82
SLC6A12	DUSP6
SLC6A12	MMP9
SLC6A12	BTG3
SLC6A12	FAM124A
SLC6A12	IGF2BP3
SLC6A12	PPP1R15A
SLC6A12	FOS
SLC6A12	APP
SLC6A12	CKAP4
SLC6A12	PPP1R15B
SLC6A12	HIVEP1
SLC6A12	DLEU7
SLC6A12	ABHD5
SLC6A12	CDA
SLC6A12	SLC7A7
SLC6A12	LYZ
SLC6A12	ITPRIP
SLC6A12	GIMAP4
SLC6A12	ZNF281
SLC6A12	SLC1A3
SLC6A12	DUSP1
SLC6A12	SQRDL
SLC6A12	MR1
SLC6A12	TICAM2
SLC6A12	IRAK3
SLC6A12	P2RX4
SLC6A12	MITF
SLC6A12	LRRK2
SLC6A12	VPS37C
SLC6A12	TMBIM1
SLC6A12	ST3GAL5
SLC6A12	MBD2
SLC6A12	PDE7A
SLC6A12	CASP1
SLC6A12	TLR2
SLC6A12	SLC39A11
SLC6A12	UBE2J1
SLC6A12	SLC5A3
SLC6A12	C9orf91
SLC6A12	NR4A2
SLC6A12	WTAP
SLC6A12	ZFP36L2
SLC6A12	POLD4
SLC6A12	AHI1
SLC6A12	RAF1
SLC6A12	TOM1
SLC6A12	EGLN1
SLC6A12	SLC22A4
SLC6A12	DPY19L3
SLC6A12	MAP4K3
SLC6A12	YARS
SLC6A12	C6orf120
SLC6A12	TREM1
SLC6A12	SDCBP
SLC6A12	ACSL4
SLC6A12	GTPBP2
SLC6A12	LACTB
SLC6A12	NFKBID
SLC6A12	GUCY1B3
SLC6A12	MEFV
SLC6A12	CLEC12B
SLC6A12	DOCK8
SLC6A12	MANBA
SLC6A12	GSTO1
SLC6A12	GYPC
SLC6A12	ZNF410
SLC6A12	MGAM
SLC6A12	CLN5
SLC6A12	FAM92A1
SLC6A12	APBB2
SLC6A12	CCDC69
SLC6A12	CLU
SLC6A12	SH3BP5
SLC6A12	UPP1
SLC6A12	RASSF8
SLC6A12	ACVR1B
SLC6A12	PDE4DIP
SLC6A12	DENND5B
SLC6A12	PTK2B
SLC6A12	SAP30
SLC6A12	PRKCE
SLC6A12	ARFGAP3
SLC6A12	IMPAD1
SLC6A12	CHST11
SLC6A12	IFNAR1
SLC6A12	CHM
SLC6A12	SRA1
SLC6A12	EIF2B2
SLC6A12	TUFT1
TNFAIP6	CA12
TNFAIP6	PSMB9
TNFAIP6	IL27
TNFAIP6	SLC31A1
TNFAIP6	DRAM1
TNFAIP6	PARP14
TNFAIP6	MTF1
TNFAIP6	EREG
TNFAIP6	SOCS3
TNFAIP6	TRIM21
TNFAIP6	RFX2
TNFAIP6	PTPN1
TNFAIP6	SLC31A2
TNFAIP6	RELA
TNFAIP6	MLPH
TNFAIP6	RILPL2
TNFAIP6	FKBP15
TNFAIP6	TM4SF1
TNFAIP6	RRAD
TNFAIP6	DMXL2
TNFAIP6	NXF1
TNFAIP6	ELMO2
TNFAIP6	BET1L
TNFAIP6	EIF4EBP3
TNFAIP6	WDR86
TNFAIP6	SFMBT2
TNFAIP6	PPP1R11
TNFAIP6	ACSL5
TNFAIP6	ATP1B1
TNFAIP6	MYO1F
TNFAIP6	RCN1
TNFAIP6	BBX
TNFAIP6	ASAH1
TNFAIP6	AGPS
TNFAIP6	XBP1
TNFAIP6	TSPAN3
TNFAIP6	ERAP1
TNFAIP6	LYN
TNFAIP6	GPHN
TNFAIP6	STK10
TNFAIP6	C9orf16
TNFAIP6	RAB22A
TNFAIP6	TSGA10
TNFAIP6	REST
TNFAIP6	ATL2
TNFAIP6	CCDC122
TNFAIP6	RNF10
TNFAIP6	NCAM1
TNFAIP6	FZD4
TNFAIP6	PIGR
TNFAIP6	TBCA
MT1F	CA12
MT1F	BCL2A1
MT1F	TSC22D1
MT1F	STX11
MT1F	IL27
MT1F	SLC31A1
MT1F	EAF1
MT1F	FFAR2
MT1F	DRAM1
MT1F	IRF8
MT1F	DDX60
MT1F	DUSP6
MT1F	MTF1
MT1F	BTG3
MT1F	TRIM21
MT1F	OTUD1
MT1F	PPP1R15B
MT1F	SLC31A2
MT1F	TRIM22
MT1F	MLPH
MT1F	RILPL2
MT1F	BTG1
MT1F	CLDN7
MT1F	SLC7A7
MT1F	FKBP15
MT1F	CYB5R2
MT1F	TRIM25
MT1F	NRN1
MT1F	P2RX4
MT1F	DPH3
MT1F	ANAPC10
MT1F	SFMBT2
MT1F	ACSL5
MT1F	MYO1F
MT1F	BBX
MT1F	WTAP
MT1F	MESDC1
MT1F	COQ10B
MT1F	POLD4
MT1F	GPD2
MT1F	ASAH1
MT1F	TOM1
MT1F	LOC729603
MT1F	XBP1
MT1F	FYCO1
MT1F	BCAS2
MT1F	ERAP1
MT1F	LYN
MT1F	LACTB
MT1F	ACO1
MT1F	C20orf24
MT1F	TMEM209
MT1F	TSGA10
MT1F	ATL2
MT1F	HIVEP2
MT1F	UTP23
MT1F	SNRPB2
MT1F	MAP1LC3B
MT1F	RALB
PTGS2	SERPINA1
PTGS2	STX11
